clip_dir,field,sentence,score,label,margin
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/04,road_type,The road is a single-lane road.,0.32640329003334045,0,-0.04764145612716675
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_4/03,road_context,The vehicle is at an intersection.,0.17810793220996857,1,0.17568405368365347
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_4/03,road_context,The car crosses a bridge.,0.002423878526315093,0,0.17568405368365347
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_4/03,road_type,The vehicle drives on a multi-lane highway.,0.1625511795282364,1,-0.18938465416431427
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_4/03,road_type,The road is a single-lane road.,0.35193583369255066,0,-0.18938465416431427
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_9/04,road_context,The road is a city street.,0.4020088016986847,1,0.32241252809762955
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_9/04,road_context,The car crosses a bridge.,0.07959627360105515,0,0.32241252809762955
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_9/04,road_type,The road is a three-lane road.,0.4444129765033722,1,0.24598059058189392
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_9/04,road_type,The vehicle drives on a multi-lane highway.,0.19843238592147827,0,0.24598059058189392
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_9/04,road_context,The road is a city street.,0.23029592633247375,1,-0.4294804632663727
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_9/04,road_context,The car crosses a bridge.,0.6597763895988464,0,-0.4294804632663727
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_9/04,road_type,The road is a two-lane road.,0.6356852650642395,1,0.01878488063812256
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_9/04,road_type,The road is a single-lane road.,0.6169003844261169,0,0.01878488063812256
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_22/03,road_context,The vehicle is at an intersection.,0.17789538204669952,1,0.16737574990838766
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_22/03,road_context,The vehicle passes through an underpass.,0.010519632138311863,0,0.16737574990838766
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_22/03,road_type,The vehicle drives on a multi-lane highway.,0.4405546486377716,1,-0.08054891228675842
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_22/03,road_type,The road is a single-lane road.,0.52110356092453,0,-0.08054891228675842
<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_4/03,road_context,The road is a city street.,0.338027685880661,1,0.3248482830822468
<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_4/03,road_context,The car crosses a bridge.,0.01317940279841423,0,0.3248482830822468
<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_4/03,road_type,The vehicle drives on a multi-lane highway.,0.01991088129580021,1,-0.1972259934991598
<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_4/03,road_type,The road is a three-lane road.,0.21713687479496002,0,-0.1972259934991598
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_21/01,road_context,The road is a city street.,0.4708063304424286,1,0.46869570296257734
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_21/01,road_context,The car drives through a tunnel.,0.002110627479851246,0,0.46869570296257734
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_21/01,road_type,The road is a three-lane road.,0.39531469345092773,1,0.018145263195037842
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_21/01,road_type,The road is a single-lane road.,0.3771694302558899,0,0.018145263195037842
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_7/02,road_context,The vehicle drives under an overpass.,0.0579519160091877,1,-0.02029496058821678
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_7/02,road_context,The vehicle is at an intersection.,0.07824687659740448,0,-0.02029496058821678
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_7/02,road_type,The vehicle drives on a multi-lane highway.,0.032549601048231125,1,-0.23724882677197456
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_7/02,road_type,The road is a single-lane road.,0.2697984278202057,0,-0.23724882677197456
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_7/03,road_context,The vehicle drives under an overpass.,0.009237293154001236,1,0.005625368328765035
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_7/03,road_context,The car drives through a tunnel.,0.0036119248252362013,0,0.005625368328765035
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_7/03,road_type,The vehicle drives on a multi-lane highway.,0.042409155517816544,1,-0.19662564620375633
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_7/03,road_type,The road is a two-lane road.,0.23903480172157288,0,-0.19662564620375633
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_2/03,road_context,The road is a city street.,0.3574448823928833,1,0.34335449803620577
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_2/03,road_context,The vehicle passes through an underpass.,0.014090384356677532,0,0.34335449803620577
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_2/03,road_type,The vehicle drives on a multi-lane highway.,0.005944511853158474,1,-0.13221071008592844
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_2/03,road_type,The road is a single-lane road.,0.13815522193908691,0,-0.13221071008592844
<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_2/04,road_context,The road is a city street.,0.34288859367370605,1,0.34217673604143783
<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_2/04,road_context,The vehicle passes through an underpass.,0.0007118576322682202,0,0.34217673604143783
<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_2/04,road_type,The road is a three-lane road.,0.17395713925361633,1,0.1737401452701306
<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_2/04,road_type,The vehicle drives on a multi-lane highway.,0.00021699398348573595,0,0.1737401452701306
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_24/04,road_context,The road is a city street.,0.3929632008075714,1,0.2981569245457649
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_24/04,road_context,The vehicle is at an intersection.,0.09480627626180649,0,0.2981569245457649
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_24/04,road_type,The road is a three-lane road.,0.4109283685684204,1,0.3475910797715187
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_24/04,road_type,The vehicle drives on a multi-lane highway.,0.0633372887969017,0,0.3475910797715187
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_18/01,road_context,The road is a city street.,0.43219634890556335,1,0.03527030348777771
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_18/01,road_context,The vehicle is at an intersection.,0.39692604541778564,0,0.03527030348777771
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_18/01,road_type,The road is a three-lane road.,0.4904618263244629,1,0.12412229180335999
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_18/01,road_type,The vehicle drives on a multi-lane highway.,0.3663395345211029,0,0.12412229180335999
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_6/03,road_context,The road is a city street.,0.4284840226173401,1,-0.16424459218978882
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_6/03,road_context,The vehicle drives under an overpass.,0.5927286148071289,0,-0.16424459218978882
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_6/03,road_type,The road is a two-lane road.,0.4044918715953827,1,0.13992613554000854
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_6/03,road_type,The vehicle drives on a multi-lane highway.,0.26456573605537415,0,0.13992613554000854
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_26/01,road_context,The road is a city street.,0.40051546692848206,1,0.3967889975756407
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_26/01,road_context,The car drives through a tunnel.,0.0037264693528413773,0,0.3967889975756407
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_26/01,road_type,The road is a three-lane road.,0.4065853953361511,1,-0.02155640721321106
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_26/01,road_type,The road is a single-lane road.,0.4281418025493622,0,-0.02155640721321106
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_9/03,road_context,The vehicle is at an intersection.,0.0586404912173748,1,-0.28054361417889595
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_9/03,road_context,The road is a city street.,0.33918410539627075,0,-0.28054361417889595
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_9/03,road_type,The road is a three-lane road.,0.11603912711143494,1,-0.018051356077194214
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_9/03,road_type,The road is a single-lane road.,0.13409048318862915,0,-0.018051356077194214
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_3/01,road_context,The road is a city street.,0.3566303551197052,1,0.34756727516651154
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_3/01,road_context,The car crosses a bridge.,0.009063079953193665,0,0.34756727516651154
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_3/01,road_type,The road is a single-lane road.,0.43023425340652466,1,-0.03129896521568298
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_3/01,road_type,The road is a two-lane road.,0.46153321862220764,0,-0.03129896521568298
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_2/02,road_context,The road is a city street.,0.5204322338104248,1,0.4885081760585308
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_2/02,road_context,The car drives through a tunnel.,0.031924057751894,0,0.4885081760585308
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_2/02,road_type,The road is a three-lane road.,0.6331590414047241,1,-0.0031660795211791992
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_2/02,road_type,The road is a two-lane road.,0.6363251209259033,0,-0.0031660795211791992
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_1/02,road_context,The vehicle is at an intersection.,0.30831390619277954,1,0.3024315885268152
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_1/02,road_context,The car drives through a tunnel.,0.005882317665964365,0,0.3024315885268152
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_1/02,road_type,The road is a two-lane road.,0.4478350877761841,1,0.042252570390701294
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_1/02,road_type,The road is a single-lane road.,0.4055825173854828,0,0.042252570390701294
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_14/03,road_context,The road is a city street.,0.487300306558609,1,0.4782835291698575
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_14/03,road_context,The car crosses a bridge.,0.009016777388751507,0,0.4782835291698575
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_14/03,road_type,The road is a single-lane road.,0.3952670693397522,1,0.06130972504615784
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_14/03,road_type,The road is a three-lane road.,0.33395734429359436,0,0.06130972504615784
<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_6/01,road_context,The road is a city street.,0.39093369245529175,1,0.3847436918877065
<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_6/01,road_context,The vehicle passes through an underpass.,0.00619000056758523,0,0.3847436918877065
<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_6/01,road_type,The vehicle drives on a multi-lane highway.,0.16084662079811096,1,-0.16209805011749268
<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_6/01,road_type,The road is a two-lane road.,0.32294467091560364,0,-0.16209805011749268
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_9/02,road_context,The road is a city street.,0.40011343359947205,1,0.39564170921221375
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_9/02,road_context,The car crosses a bridge.,0.004471724387258291,0,0.39564170921221375
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_9/02,road_type,The road is a three-lane road.,0.3534599244594574,1,0.0028330087661743164
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_9/02,road_type,The road is a two-lane road.,0.3506269156932831,0,0.0028330087661743164
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_6/04,road_context,The road is a city street.,0.32833877205848694,1,0.29763325303792953
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_6/04,road_context,The vehicle drives through a roundabout.,0.030705519020557404,0,0.29763325303792953
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_6/04,road_type,The vehicle drives on a multi-lane highway.,0.010151098482310772,1,-0.15140912402421236
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_6/04,road_type,The road is a three-lane road.,0.16156022250652313,0,-0.15140912402421236
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_23/03,road_context,The road is a city street.,0.3646363317966461,1,0.3554166965186596
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_23/03,road_context,The car drives through a tunnel.,0.009219635277986526,0,0.3554166965186596
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_23/03,road_type,The vehicle drives on a multi-lane highway.,0.14499841630458832,1,-0.18792729079723358
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_23/03,road_type,The road is a three-lane road.,0.3329257071018219,0,-0.18792729079723358
<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/03,road_context,The road is a city street.,0.37793734669685364,1,0.3494317773729563
<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/03,road_context,The car crosses a bridge.,0.028505569323897362,0,0.3494317773729563
<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/03,road_type,The vehicle drives on a multi-lane highway.,0.05192773416638374,1,-0.17754311487078667
<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/03,road_type,The road is a three-lane road.,0.2294708490371704,0,-0.17754311487078667
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_16/04,road_context,The road is a city street.,0.5010312795639038,1,0.4295906722545624
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_16/04,road_context,The vehicle drives under an overpass.,0.07144060730934143,0,0.4295906722545624
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_16/04,road_type,The vehicle drives on a multi-lane highway.,0.07129459083080292,1,-0.2812003642320633
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_16/04,road_type,The road is a two-lane road.,0.3524949550628662,0,-0.2812003642320633
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_6/01,road_context,The road is a city street.,0.26847630739212036,1,0.26367824245244265
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_6/01,road_context,The vehicle drives through a roundabout.,0.004798064939677715,0,0.26367824245244265
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_6/01,road_type,The vehicle drives on a multi-lane highway.,0.0029240974690765142,1,-0.08497772575356066
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_6/01,road_type,The road is a two-lane road.,0.08790182322263718,0,-0.08497772575356066
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_29/01,road_context,The road is a city street.,0.3200839161872864,1,0.24425458163022995
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_29/01,road_context,The vehicle is at an intersection.,0.07582933455705643,0,0.24425458163022995
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_29/01,road_type,The road is a three-lane road.,0.6307695508003235,1,0.039371609687805176
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_29/01,road_type,The road is a two-lane road.,0.5913979411125183,0,0.039371609687805176
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_3/01,road_context,The road is a city street.,0.3072477877140045,1,0.2582956664264202
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_3/01,road_context,The vehicle is at an intersection.,0.048952121287584305,0,0.2582956664264202
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_3/01,road_type,The road is a three-lane road.,0.4654477536678314,1,0.01821798086166382
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_3/01,road_type,The road is a two-lane road.,0.4472297728061676,0,0.01821798086166382
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_22/02,road_context,The road is a city street.,0.4694380462169647,1,-0.3264789879322052
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_22/02,road_context,The vehicle drives through a roundabout.,0.7959170341491699,0,-0.3264789879322052
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_22/02,road_type,The road is a two-lane road.,0.5130822062492371,1,0.429901584982872
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_22/02,road_type,The vehicle drives on a multi-lane highway.,0.08318062126636505,0,0.429901584982872
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_32/04,road_context,The road is a city street.,0.39754942059516907,1,0.25533951818943024
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_32/04,road_context,The vehicle is at an intersection.,0.14220990240573883,0,0.25533951818943024
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_32/04,road_type,The road is a three-lane road.,0.4113333821296692,1,0.006019800901412964
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_32/04,road_type,The road is a two-lane road.,0.4053135812282562,0,0.006019800901412964
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/03,road_context,The car drives through a tunnel.,0.9823662638664246,1,0.905950665473938
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/03,road_context,The vehicle is at an intersection.,0.07641559839248657,0,0.905950665473938
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/03,road_type,The road is a two-lane road.,0.6424708366394043,1,-0.0047591328620910645
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/03,road_type,The road is a three-lane road.,0.6472299695014954,0,-0.0047591328620910645
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_7/01,road_context,The road is a city street.,0.39641547203063965,1,0.38708517607301474
